id,key,value,type
357975859,amenity,place_of_worship,regular
357975859,ele,7,regular
357975859,county_id,059,gnis
357975859,created,12/01/2003,gnis
357975859,feature_id,689141,gnis
357975859,state_id,28,gnis
357975859,name,Saint Johns Episcopal Church,regular
357975859,religion,christian,regular
357975870,amenity,school,regular
357975870,ele,5,regular
357975870,county_id,059,gnis
357975870,created,12/01/2003,gnis
357975870,feature_id,689144,gnis
357975870,state_id,28,gnis
357975870,name,Saint Martin High School,regular
357979065,amenity,school,regular
357979065,ele,5,regular
357979065,county_id,047,gnis
357979065,created,12/01/2003,gnis
357979065,feature_id,690089,gnis
357979065,state_id,28,gnis
357979065,name,East Ward Elementary School,regular
357979095,amenity,place_of_worship,regular
357979095,denomination,baptist,regular
357979095,ele,8,regular
357979095,county_id,047,gnis
357979095,created,12/01/2003,gnis
357979095,feature_id,690104,gnis
357979095,state_id,28,gnis
357979095,name,Morning Star Baptist Church,regular
357979095,religion,christian,regular
357979114,amenity,school,regular
357979114,ele,8,regular
357979114,county_id,047,gnis
357979114,created,12/01/2003,gnis
357979114,feature_id,690110,gnis
357979114,state_id,28,gnis
357979114,name,Soria City School,regular
357979120,amenity,school,regular
357979120,ele,0,regular
357979120,county_id,047,gnis
357979120,created,12/01/2003,gnis
357979120,feature_id,690113,gnis
357979120,state_id,28,gnis
357979120,name,West Ward Elementary School,regular
357979279,amenity,place_of_worship,regular
357979279,denomination,catholic,regular
357979279,ele,10,regular
357979279,county_id,047,gnis
357979279,created,12/01/2003,gnis
357979279,feature_id,690164,gnis
357979279,state_id,28,gnis
357979279,name,Saint Johns Catholic Church,regular
357979279,religion,christian,regular
357979286,amenity,school,regular
357979286,ele,8,regular
357979286,county_id,047,gnis
357979286,created,12/01/2003,gnis
357979286,feature_id,690165,gnis
357979286,state_id,28,gnis
357979286,name,Saint Johns High School,regular
357979295,ele,6,regular
357979295,county_id,047,gnis
357979295,created,12/01/2003,gnis
357979295,feature_id,690168,gnis
357979295,state_id,28,gnis
357979295,amenity,school,historic
357979295,name,William Carey College on the Coast (historical),regular
357979311,amenity,school,regular
357979311,ele,8,regular
357979311,county_id,047,gnis
357979311,created,12/01/2003,gnis
357979311,feature_id,690176,gnis
357979311,state_id,28,gnis
357979311,name,Anniston Avenue Elementary School,regular
357979314,amenity,school,regular
357979314,ele,7,regular
357979314,county_id,047,gnis
357979314,created,12/01/2003,gnis
357979314,feature_id,690177,gnis
357979314,state_id,28,gnis
357979314,name,Bayou View Elementary School,regular
357979318,amenity,school,regular
357979318,ele,5,regular
357979318,county_id,047,gnis
357979318,created,12/01/2003,gnis
357979318,feature_id,690179,gnis
357979318,state_id,28,gnis
357979318,name,Bayou View Junior High School,regular
357979323,amenity,place_of_worship,regular
357979323,denomination,baptist,regular
357979323,ele,8,regular
357979323,county_id,047,gnis
357979323,created,12/01/2003,gnis
357979323,feature_id,690181,gnis
357979323,state_id,28,gnis
357979323,name,Broadmoor Baptist Church,regular
357979323,religion,christian,regular
357979329,ele,7,regular
357979329,county_id,047,gnis
357979329,created,12/01/2003,gnis
357979329,feature_id,690183,gnis
357979329,state_id,28,gnis
357979329,leisure,park,regular
357979329,name,Cowan Road Field,regular
357979335,amenity,school,regular
357979335,ele,8,regular
357979335,county_id,047,gnis
357979335,created,12/01/2003,gnis
357979335,feature_id,690184,gnis
357979335,state_id,28,gnis
357979335,name,East Gulfport High School,regular
357979340,amenity,school,regular
357979340,ele,10,regular
357979340,county_id,047,gnis
357979340,created,12/01/2003,gnis
357979340,feature_id,690185,gnis
357979340,state_id,28,gnis
357979340,name,East Junior High School,regular
357979344,amenity,grave_yard,regular
357979344,ele,3,regular
357979344,county_id,047,gnis
357979344,created,12/01/2003,gnis
357979344,feature_id,690186,gnis
357979344,state_id,28,gnis
357979344,name,Floral Hills Cemetery,regular
357979351,amenity,place_of_worship,regular
357979351,denomination,methodist,regular
357979351,ele,10,regular
357979351,county_id,047,gnis
357979351,created,12/01/2003,gnis
357979351,feature_id,690188,gnis
357979351,state_id,28,gnis
357979351,name,Guinn Memorial Methodist Church,regular
357979351,religion,christian,regular
357979359,amenity,place_of_worship,regular
357979359,denomination,baptist,regular
357979359,ele,10,regular
357979359,county_id,047,gnis
357979359,created,12/01/2003,gnis
357979359,feature_id,690191,gnis
357979359,state_id,28,gnis
357979359,name,Handsboro Baptist Church,regular
357979359,religion,christian,regular
357979363,amenity,grave_yard,regular
357979363,ele,3,regular
357979363,county_id,047,gnis
357979363,created,12/01/2003,gnis
357979363,feature_id,690192,gnis
357979363,state_id,28,gnis
357979363,name,Handsboro Cemetery,regular
357979403,amenity,place_of_worship,regular
357979403,denomination,baptist,regular
357979403,ele,8,regular
357979403,county_id,047,gnis
357979403,created,12/01/2003,gnis
357979403,feature_id,690208,gnis
357979403,state_id,28,gnis
357979403,name,Mercy Seat Baptist Church,regular
357979403,religion,christian,regular
357981356,ele,1,regular
357981356,county_id,059,gnis
357981356,created,05/01/1989,gnis
357981356,feature_id,691000,gnis
357981356,state_id,28,gnis
357981356,name,Channel Island,regular
357981356,place,island,regular
357987542,ele,8,regular
357987542,county_id,047,gnis
357987542,created,12/01/2003,gnis
357987542,feature_id,695255,gnis
357987542,state_id,28,gnis
357987542,man_made,tower,regular
357987542,name,W09B-TV (D'lberville),regular
357989887,ele,11,regular
357989887,county_id,059,gnis
357989887,created,12/01/2003,gnis
357989887,feature_id,705438,gnis
357989887,state_id,28,gnis
357989887,leisure,park,regular
357989887,name,Mississippi Sandhill Crane National Wildlife Refuge,regular
357989890,amenity,place_of_worship,regular
357989890,ele,16,regular
357989890,county_id,059,gnis
357989890,created,12/01/2003,gnis
357989890,feature_id,705440,gnis
357989890,state_id,28,gnis
357989890,name,New Fayard Church,regular
357989890,religion,christian,regular
357995736,amenity,school,regular
357995736,ele,7,regular
357995736,county_id,059,gnis
357995736,created,12/01/2003,gnis
357995736,feature_id,710412,gnis
357995736,state_id,28,gnis
357995736,name,N E Taconi Elementary School,regular
357997026,amenity,school,regular
357997026,ele,9,regular
357997026,county_id,047,gnis
357997026,created,12/01/2003,gnis
357997026,feature_id,711070,gnis
357997026,state_id,28,gnis
357997026,name,Fernwood Middle School,regular
357998109,amenity,post_office,regular
357998109,ele,6,regular
357998109,county_id,047,gnis
357998109,created,12/01/2003,gnis
357998109,feature_id,713020,gnis
357998109,state_id,28,gnis
357998109,name,Biloxi Post Office,regular
357998856,amenity,school,regular
357998856,ele,8,regular
357998856,county_id,047,gnis
357998856,created,01/12/2006,gnis
357998856,feature_id,2083053,gnis
357998856,state_id,28,gnis
357998856,name,Mississippi Gulf Coast Community College - Kessler Center,regular
357998857,amenity,school,regular
357998857,ele,5,regular
357998857,county_id,047,gnis
357998857,created,01/12/2006,gnis
357998857,feature_id,2083058,gnis
357998857,state_id,28,gnis
357998857,name,Mississippi Gulf Coast Community College - Community Campus,regular
357998860,amenity,school,regular
357998860,ele,5,regular
357998860,county_id,047,gnis
357998860,created,01/12/2006,gnis
357998860,feature_id,2083069,gnis
357998860,state_id,28,gnis
357998860,name,Mississippi Gulf Coast Community College - Applied Technology and Development Center,regular
357998861,amenity,school,regular
357998861,ele,3,regular
357998861,county_id,047,gnis
357998861,created,02/13/2006,gnis
357998861,feature_id,2084030,gnis
357998861,state_id,28,gnis
357998861,name,Nichols Elementary School,regular
357998865,amenity,school,regular
357998865,ele,5,regular
357998865,county_id,047,gnis
357998865,created,02/13/2006,gnis
357998865,feature_id,2084033,gnis
357998865,state_id,28,gnis
357998865,name,Cedar Lake Christian Academy,regular
357998867,amenity,school,regular
357998867,ele,9,regular
357998867,county_id,047,gnis
357998867,created,02/13/2006,gnis
357998867,feature_id,2084034,gnis
357998867,state_id,28,gnis
357998867,name,Center for New Opportunities,regular
359305016,historic,memorial,regular
359305065,historic,memorial,regular
359305065,name,Mississippi Vietnam Memorial,regular
359305099,man_made,water_tower,regular
367134218,state,MS,addr
367134218,building,yes,regular
367134218,ele,7,regular
367134218,county_name,Harrison,gnis
367134218,feature_id,2332822,gnis
367134218,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134218,reviewed,no,gnis
367134218,name,Biloxi Chief of Fire and Safety,regular
367134218,source,USGS Geonames,regular
367134264,state,MS,addr
367134264,amenity,arts_centre,regular
367134264,ele,7,regular
367134264,county_name,Harrison,gnis
367134264,feature_id,688854,gnis
367134264,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134264,reviewed,no,gnis
367134264,name,Saenger Theater for the Performing Arts,regular
367134264,source,USGS Geonames,regular
367134305,state,MS,addr
367134305,amenity,courthouse,regular
367134305,ele,7,regular
367134305,county_name,Harrison,gnis
367134305,feature_id,688743,gnis
367134305,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134305,reviewed,no,gnis
367134305,name,Biloxi Federal Courthouse,regular
367134305,source,USGS Geonames,regular
367134341,state,MS,addr
367134341,amenity,fire_station,regular
367134341,ele,6,regular
367134341,county_name,Harrison,gnis
367134341,feature_id,2332722,gnis
367134341,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134341,reviewed,no,gnis
367134341,name,Keesler Air Force Base Fire Department,regular
367134341,source,USGS Geonames,regular
367134346,state,MS,addr
367134346,amenity,fire_station,regular
367134346,ele,6,regular
367134346,county_name,Harrison,gnis
367134346,feature_id,2332733,gnis
367134346,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134346,reviewed,no,gnis
367134346,name,Keesler Air Force Base Fire Department,regular
367134346,source,USGS Geonames,regular
367134361,state,MS,addr
367134361,amenity,fire_station,regular
367134361,ele,13,regular
367134361,county_name,Harrison,gnis
367134361,feature_id,2332738,gnis
367134361,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134361,reviewed,no,gnis
367134361,name,DIberville Fire Department,regular
367134361,source,USGS Geonames,regular
367134363,state,MS,addr
367134363,amenity,fire_station,regular
367134363,ele,13,regular
367134363,county_name,Jackson,gnis
367134363,feature_id,2332740,gnis
367134363,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134363,reviewed,no,gnis
367134363,name,West Jackson County Volunteer Fire Department,regular
367134363,source,USGS Geonames,regular
367134375,state,MS,addr
367134375,amenity,fire_station,regular
367134375,ele,8,regular
367134375,county_name,Jackson,gnis
367134375,feature_id,2332770,gnis
367134375,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134375,reviewed,no,gnis
367134375,name,Jackson County Fire District Fort Bayou Station,regular
367134375,source,USGS Geonames,regular
367134387,state,MS,addr
367134387,amenity,fire_station,regular
367134387,ele,12,regular
367134387,county_name,Jackson,gnis
367134387,feature_id,2332782,gnis
367134387,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134387,reviewed,no,gnis
367134387,name,Jackson County Fire District Latimer Fire Station,regular
367134387,source,USGS Geonames,regular
367134447,state,MS,addr
367134447,amenity,fire_station,regular
367134447,ele,13,regular
367134447,county_name,Harrison,gnis
367134447,feature_id,2332821,gnis
367134447,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134447,reviewed,no,gnis
367134447,name,Biloxi Fire Department,regular
367134447,source,USGS Geonames,regular
367134470,state,MS,addr
367134470,amenity,fire_station,regular
367134470,ele,18,regular
367134470,county_name,Harrison,gnis
367134470,feature_id,2332836,gnis
367134470,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134470,reviewed,no,gnis
367134470,name,Gulfport Fire Department Station 11,regular
367134470,source,USGS Geonames,regular
367134472,state,MS,addr
367134472,amenity,fire_station,regular
367134472,ele,6,regular
367134472,county_name,Harrison,gnis
367134472,feature_id,2332830,gnis
367134472,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134472,reviewed,no,gnis
367134472,name,Gulfport Fire Department Station 5,regular
367134472,source,USGS Geonames,regular
367134473,state,MS,addr
367134473,amenity,fire_station,regular
367134473,ele,8,regular
367134473,county_name,Harrison,gnis
367134473,feature_id,2332831,gnis
367134473,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134473,reviewed,no,gnis
367134473,name,Gulfport Fire Department Station 6,regular
367134473,source,USGS Geonames,regular
367134474,state,MS,addr
367134474,amenity,fire_station,regular
367134474,ele,5,regular
367134474,county_name,Harrison,gnis
367134474,feature_id,2332832,gnis
367134474,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134474,reviewed,no,gnis
367134474,name,Gulfport Fire Department Station 7,regular
367134474,source,USGS Geonames,regular
367134479,state,MS,addr
367134479,amenity,fire_station,regular
367134479,ele,7,regular
367134479,county_name,Harrison,gnis
367134479,feature_id,2332829,gnis
367134479,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134479,reviewed,no,gnis
367134479,name,Gulfport Fire Department Station 4,regular
367134479,source,USGS Geonames,regular
367134492,state,MS,addr
367134492,amenity,fire_station,regular
367134492,ele,7,regular
367134492,county_name,Jackson,gnis
367134492,feature_id,2332848,gnis
367134492,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134492,reviewed,no,gnis
367134492,name,Ocean Springs Fire Department Bernard Beaugez Station,regular
367134492,source,USGS Geonames,regular
367134495,state,MS,addr
367134495,amenity,fire_station,regular
367134495,ele,5,regular
367134495,county_name,Jackson,gnis
367134495,feature_id,2332845,gnis
367134495,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134495,reviewed,no,gnis
367134495,name,Fort Bayou Volunteer Fire Department,regular
367134495,source,USGS Geonames,regular
367134525,state,MS,addr
367134525,amenity,library,regular
367134525,ele,8,regular
367134525,county_name,Harrison,gnis
367134525,feature_id,688831,gnis
367134525,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134525,reviewed,no,gnis
367134525,name,North Biloxi Library,regular
367134525,source,USGS Geonames,regular
367134527,state,MS,addr
367134527,amenity,library,regular
367134527,ele,5,regular
367134527,county_name,Harrison,gnis
367134527,feature_id,688745,gnis
367134527,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134527,reviewed,no,gnis
367134527,name,Biloxi Library,regular
367134527,source,USGS Geonames,regular
367134560,state,MS,addr
367134560,amenity,police,regular
367134560,ele,6,regular
367134560,county_name,Harrison,gnis
367134560,feature_id,2332872,gnis
367134560,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134560,reviewed,no,gnis
367134560,name,Gulfport Police Department,regular
367134560,source,USGS Geonames,regular
367134562,state,MS,addr
367134562,amenity,library,regular
367134562,ele,9,regular
367134562,county_name,Harrison,gnis
367134562,feature_id,688874,gnis
367134562,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134562,reviewed,no,gnis
367134562,name,West Biloxi Library,regular
367134562,source,USGS Geonames,regular
367134597,state,MS,addr
367134597,amenity,police,regular
367134597,ele,7,regular
367134597,county_name,Harrison,gnis
367134597,feature_id,2332876,gnis
367134597,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134597,reviewed,no,gnis
367134597,name,Harrison County Sheriff's Office,regular
367134597,source,USGS Geonames,regular
367134602,state,MS,addr
367134602,amenity,police,regular
367134602,ele,6,regular
367134602,county_name,Harrison,gnis
367134602,feature_id,2332889,gnis
367134602,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134602,reviewed,no,gnis
367134602,name,Gulfport Police Vehicle Maintenance,regular
367134602,source,USGS Geonames,regular
367134606,state,MS,addr
367134606,amenity,police,regular
367134606,ele,6,regular
367134606,county_name,Harrison,gnis
367134606,feature_id,2332885,gnis
367134606,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134606,reviewed,no,gnis
367134606,name,Harrison County Sheriff's Department,regular
367134606,source,USGS Geonames,regular
367134630,state,MS,addr
367134630,amenity,police,regular
367134630,ele,6,regular
367134630,county_name,Harrison,gnis
367134630,feature_id,2332926,gnis
367134630,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134630,reviewed,no,gnis
367134630,name,Harrison County Sheriff's Department,regular
367134630,source,USGS Geonames,regular
367134631,state,MS,addr
367134631,amenity,police,regular
367134631,ele,14,regular
367134631,county_name,Harrison,gnis
367134631,feature_id,2332933,gnis
367134631,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134631,reviewed,no,gnis
367134631,name,Biloxi Police Department,regular
367134631,source,USGS Geonames,regular
367134658,state,MS,addr
367134658,amenity,police,regular
367134658,ele,6,regular
367134658,county_name,Jackson,gnis
367134658,feature_id,2332912,gnis
367134658,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134658,reviewed,no,gnis
367134658,name,Jackson County Sheriff's Department Ocean Springs Substation,regular
367134658,source,USGS Geonames,regular
367134706,state,MS,addr
367134706,amenity,public_building,regular
367134706,ele,6,regular
367134706,county_name,Harrison,gnis
367134706,feature_id,2332932,gnis
367134706,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134706,reviewed,no,gnis
367134706,name,United States Alcohol Tobacco and Firearms,regular
367134706,source,USGS Geonames,regular
367134746,state,MS,addr
367134746,amenity,townhall,regular
367134746,ele,6,regular
367134746,county_name,Harrison,gnis
367134746,feature_id,688741,gnis
367134746,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134746,reviewed,no,gnis
367134746,name,Biloxi City Hall,regular
367134746,source,USGS Geonames,regular
367134815,state,MS,addr
367134815,building,yes,regular
367134815,ele,2,regular
367134815,county_name,Harrison,gnis
367134815,feature_id,688795,gnis
367134815,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134815,reviewed,no,gnis
367134815,name,Herbert Mullins Senior Citizen Center,regular
367134815,source,USGS Geonames,regular
367134818,state,MS,addr
367134818,building,yes,regular
367134818,ele,4,regular
367134818,county_name,Harrison,gnis
367134818,feature_id,688820,gnis
367134818,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134818,reviewed,no,gnis
367134818,name,Meant Community Center,regular
367134818,source,USGS Geonames,regular
367134821,state,MS,addr
367134821,building,yes,regular
367134821,ele,3,regular
367134821,county_name,Harrison,gnis
367134821,feature_id,688768,gnis
367134821,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134821,reviewed,no,gnis
367134821,name,Division Street Community Center,regular
367134821,source,USGS Geonames,regular
367134825,state,MS,addr
367134825,building,yes,regular
367134825,ele,2,regular
367134825,county_name,Harrison,gnis
367134825,feature_id,688769,gnis
367134825,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134825,reviewed,no,gnis
367134825,name,East End Community Center,regular
367134825,source,USGS Geonames,regular
367134830,state,MS,addr
367134830,building,yes,regular
367134830,ele,5,regular
367134830,county_name,Harrison,gnis
367134830,feature_id,688742,gnis
367134830,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134830,reviewed,no,gnis
367134830,name,Biloxi Community Center,regular
367134830,source,USGS Geonames,regular
367134834,state,MS,addr
367134834,building,yes,regular
367134834,ele,4,regular
367134834,county_name,Harrison,gnis
367134834,feature_id,688190,gnis
367134834,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134834,reviewed,no,gnis
367134834,name,Back Bay Social Hall Community Center,regular
367134834,source,USGS Geonames,regular
367134843,state,MS,addr
367134843,building,yes,regular
367134843,ele,7,regular
367134843,county_name,Harrison,gnis
367134843,feature_id,2013823,gnis
367134843,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134843,reviewed,no,gnis
367134843,name,Armed Forces Retirement Home - Gulfport,regular
367134843,source,USGS Geonames,regular
367134889,state,MS,addr
367134889,building,yes,regular
367134889,ele,2,regular
367134889,county_name,Harrison,gnis
367134889,feature_id,688847,gnis
367134889,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134889,reviewed,no,gnis
367134889,name,Pringle Community Center,regular
367134889,source,USGS Geonames,regular
367134891,state,MS,addr
367134891,ele,5,regular
367134891,county_name,Jackson,gnis
367134891,feature_id,689018,gnis
367134891,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134891,reviewed,no,gnis
367134891,name,Gulf Coast Research Laboratory,regular
367134891,source,USGS Geonames,regular
367134892,state,MS,addr
367134892,building,yes,regular
367134892,ele,8,regular
367134892,county_name,Harrison,gnis
367134892,feature_id,688873,gnis
367134892,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134892,reviewed,no,gnis
367134892,name,West Biloxi Community Center,regular
367134892,source,USGS Geonames,regular
367134898,state,MS,addr
367134898,ele,4,regular
367134898,county_name,Harrison,gnis
367134898,feature_id,688815,gnis
367134898,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367134898,reviewed,no,gnis
367134898,name,Magnolia Museum,regular
367134898,source,USGS Geonames,regular
367134898,tourism,museum,regular
368385843,state,MS,addr
368385843,ele,0,regular
368385843,county_name,Harrison,gnis
368385843,created,09/24/1980,gnis
368385843,feature_id,666442,gnis
368385843,feature_type,Bay,gnis
368385843,name,Back Bay of Biloxi,regular
368385843,natural,bay,regular
368385848,state,MS,addr
368385848,ele,0,regular
368385848,county_name,Harrison,gnis
368385848,created,09/24/1980,gnis
368385848,feature_id,667174,gnis
368385848,feature_type,Bay,gnis
368385848,name,Biloxi Bay,regular
368385848,natural,bay,regular
368385911,state,MS,addr
368385911,ele,0,regular
368385911,county_name,Harrison,gnis
368385911,created,09/24/1980,gnis
368385911,feature_id,673066,gnis
368385911,feature_type,Bay,gnis
368385911,name,Magnolia Bend,regular
368385911,natural,bay,regular
368385989,aeroway,helipad,regular
368385989,faa,MS67,regular
368385989,feature_id,680295,gnis
368385989,name,Gulf Coast Community Hospital-Emergency Helipad,regular
368385989,surface,concrete,regular
368385989,wikidata,Q61674573,regular
368386176,state,MS,addr
368386176,ele,6,regular
368386176,county_name,Harrison,gnis
368386176,created,11/17/2008,gnis
368386176,feature_id,2512037,gnis
368386176,feature_type,Military,gnis
368386176,landuse,military,regular
368386176,name,Armed Forces Retirement Center Gulfport,regular
368386190,state,MS,addr
368386190,ele,6,regular
368386190,county_name,Harrison,gnis
368386190,created,11/17/2008,gnis
368386190,feature_id,2512231,gnis
368386190,feature_type,Military,gnis
368386190,landuse,military,regular
368386190,name,Gulfport-Biloxi Regional Airport Air National Guard,regular
371015063,highway,traffic_signals,regular
371015063,traffic_signals,signal,regular
371107654,highway,traffic_signals,regular
371111067,highway,traffic_signals,regular
371111067,traffic_signals,signal,regular
371111072,highway,traffic_signals,regular
371111072,traffic_signals,signal,regular
378633987,highway,motorway_junction,regular
378634050,highway,give_way,regular
384762149,direction,forward,regular
384762149,highway,stop,regular
384762149,source,Bing,regular
384762217,highway,traffic_signals,regular
384762238,amenity,fast_food,regular
384762238,brand,Wendy's,regular
384762238,wikidata,Q550258,brand
384762238,wikipedia,en:Wendy's,brand
384762238,cuisine,burger,regular
384762238,name,Wendy's,regular
384762279,amenity,restaurant,regular
384762279,name,Outback Steakhouse,regular
384762280,amenity,restaurant,regular
384762280,name,Beef O'Brady's,regular
384762465,highway,traffic_signals,regular
384762469,highway,traffic_signals,regular
384762475,highway,stop,regular
384762476,highway,stop,regular
460456261,amenity,restaurant,regular
460456261,cuisine,asian,regular
460456261,name,VK Noodle House,regular
460456261,website,https://www.facebook.com/pages/VK-Noodle-House/120118181386469,regular
460457297,name,Ace Hardware,regular
460457297,shop,doityourself,regular
460480261,amenity,restaurant,regular
460480261,brand,Wasabi,regular
460480261,wikidata,Q23891278,brand
460480261,wikipedia,en:Wasabi (restaurant),brand
460480261,cuisine,asian,regular
460480261,name,Wasabi,regular
460480261,opening_hours,"Mo-Su 11:00-14:30,17:00-21:00",regular
460480261,website,http://www.wasabioceansprings.com/,regular
460480679,brand,Planet Fitness,regular
460480679,wikidata,Q7201095,brand
460480679,wikipedia,en:Planet Fitness,brand
460480679,leisure,fitness_centre,regular
460480679,name,Planet Fitness,regular
460480779,name,Winn Dixie,regular
460480779,shop,supermarket,regular
561266667,name,Scottish Inn,regular
561266667,tourism,hotel,regular
561267066,tourism,hotel,regular
561267073,tourism,hotel,regular
561267455,amenity,fuel,regular
561268601,amenity,pharmacy,regular
561269291,amenity,restaurant,regular
561269291,name,Mikie's on the Bayou,regular
567464989,brand,Chevron,regular
567464992,name,Jackson County Courthouse,regular
581029879,highway,traffic_signals,regular
581029879,traffic_signals,signal,regular
889078672,direction,forward,regular
889078672,highway,stop,regular
891133866,amenity,fast_food,regular
891133866,brand,Sonic,regular
891133866,wikidata,Q7561808,brand
891133866,wikipedia,en:Sonic Drive-In,brand
891133866,cuisine,burger,regular
891133866,name,Sonic,regular
891133890,amenity,restaurant,regular
891133890,name,Captain Al's,regular
891133899,amenity,restaurant,regular
891133899,name,Waffle House,regular
891133932,amenity,fast_food,regular
891133932,brand,Sonic,regular
891133932,wikidata,Q7561808,brand
891133932,wikipedia,en:Sonic Drive-In,brand
891133932,cuisine,burger,regular
891133932,name,Sonic,regular
891133939,name,La Quinta,regular
891133939,tourism,hotel,regular
894368928,highway,traffic_signals,regular
894369011,highway,traffic_signals,regular
894369085,direction,forward,regular
894369085,highway,stop,regular
1004584487,power,tower,regular
1004584575,power,tower,regular
1004586460,power,tower,regular
1004586517,power,tower,regular
1004586564,power,tower,regular
1004587410,power,tower,regular
1004587962,power,tower,regular
1004587998,power,tower,regular
1042149899,aeroway,helipad,regular
1042149899,name,Gulfport Jail Heliport,regular
1042149899,source,ourairports.com,regular
1042149899,wikidata,Q61674624,regular
1057347673,highway,traffic_signals,regular
1057347673,traffic_signals,signal,regular
1057442244,design,guyed_v-frame,regular
1057442244,power,tower,regular
1057442324,design,monopolar,regular
1057442324,power,tower,regular
1057442353,design,guyed_v-frame,regular
1057442353,power,tower,regular
1057442436,design,guyed_v-frame,regular
1057442436,power,tower,regular
1057442453,design,guyed_v-frame,regular
1057442453,power,tower,regular
1057442473,design,guyed_v-frame,regular
1057442473,power,tower,regular
1057442507,design,guyed_v-frame,regular
1057442507,power,tower,regular
1057442547,power,tower,regular
1057442597,design,guyed_v-frame,regular
1057442597,power,tower,regular
1057442604,design,guyed_v-frame,regular
1057442604,power,tower,regular
1057442669,design,guyed_v-frame,regular
1057442669,power,tower,regular
1057442701,design,guyed_v-frame,regular
1057442701,power,tower,regular
1057442719,design,guyed_v-frame,regular
1057442719,power,tower,regular
1057442743,design,guyed_v-frame,regular
1057442743,power,tower,regular
1057442765,power,tower,regular
1057442822,design,guyed_v-frame,regular
1057442822,power,tower,regular
1057442845,design,guyed_v-frame,regular
1057442845,power,tower,regular
1057442862,design,guyed_v-frame,regular
1057442862,power,tower,regular
1057442923,design,guyed_v-frame,regular
1057442923,power,tower,regular
1057442936,design,guyed_v-frame,regular
1057442936,power,tower,regular
1057442967,design,guyed_v-frame,regular
1057442967,power,tower,regular
1057442968,design,guyed_v-frame,regular
1057442968,power,tower,regular
1066449612,railway,level_crossing,regular
1066449785,railway,level_crossing,regular
1066449888,railway,level_crossing,regular
1086952457,amenity,pub,regular
1086952457,name,Perry's Tequela Shack,regular
1092846198,highway,traffic_signals,regular
1092846210,highway,traffic_signals,regular
1103443091,barrier,gate,regular
1103443091,bicycle,yes,regular
1103443091,foot,yes,regular
1103599790,highway,turning_circle,regular
1103600072,railway,level_crossing,regular
1103746558,highway,turning_circle,regular
1256213875,name,Your house,regular
1256213875,tourism,chalet,regular
1404779446,highway,turning_circle,regular
1404779446,source,bing,regular
1404779447,highway,turning_circle,regular
1404779447,source,bing,regular
1404779448,highway,turning_circle,regular
1404779448,source,bing,regular
1404779449,highway,turning_circle,regular
1433696774,power,tower,regular
1433696775,power,tower,regular
1433696803,power,tower,regular
1433696806,power,tower,regular
1433696858,power,tower,regular
